TemplateType=fptcustom,Version=2021.1209,TemplateSignature=QlJBQ0VMRVQsQ09MTEVDVElCTEVfQ09JTlMsTkVDS0xBQ0UsRUFSUklORyxDVUZGX0xJTkssS0VZQ0hBSU4sQ0hBUk0sR1JFRVRJTkdfQ0FSRCxKRVdFTFJZLEZJTkVORUNLTEFDRUJSQUNFTEVUQU5LTEVU,settings=contentLanguageTag=en_GB&feedType=113&headerLanguageTag=en_GB&metadataVersion=MatprodVkxBUHJvZC0xMTQ0&primaryMarketplaceId=amzn1.mp.o.A1F83G8C2ARO7P&templateIdentifier=acd2336a-d6ea-45b9-acde-2552edca4255&timestamp=2021-12-09T23%3A58%3A48.404Z,The top three rows are for Amazon.com use only. Do not modify or delete the top three rows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Images,,,,,,,,,Variation,,,,Basic,,,,,,,,,,,,,,,,,,,,Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Product Enrichment,,,,,,,Dimensions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulfillment,,,,,,,,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Offer,,,,,,,,,,,,,,,,,,,,,,,,,b2b,,,,,,,,,,,,,,,,,,,,,
Feed Product Type,Seller SKU,Brand Name,Product Name,Manufacturer,Recommended Browse Nodes,Outer Material Type,Product ID,Product ID Type,Manufacturer Part Number,Product Description,grade_rating,model_year,mint_mark,unit_grouping,denomination_unit,Metal Type,Material,Material,Material,Material,Material,graded_by,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Bullet point,Colour,series_title,Item type name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Department Name,Size,Product Lifecycle Supply Type,Gem Type,Gem Type,Gem Type,Unit Count,Unit Count Type,Country/Region Of Origin,Material/Fabric Regulations,Material/Fabric Regulations,Material/Fabric Regulations,Standard Price,Quantity,Minimum Advertised Price,Currency,Main Image URL,Target Gender,Age Range Description,Condition,Other Image Url1,Other Image Url2,Other Image Url3,Other Image Url4,Other Image Url5,Other Image Url6,Other Image Url7,Other Image Url8,Swatch Image URL,Parentage,Parent SKU,Relationship Type,Variation Theme,Update Delete,Model,Product Care Instructions,Closure Type,Certificate Type,Certificate Type,Certificate Type,Certificate Type,Certificate Type,Certificate Number,Certificate Number,Certificate Number,Certificate Number,Certificate Number,Model Name,Language,Language,Language,Language,Language,Target Audience,Target Audience,Target Audience,Target Audience,Target Audience,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Target Audience Keywords,Season of the Product,Catalog Number,Fitting type,Search Terms,Setting Type,size-modifier,Clasp Type,Chain Type,Stone Cut,Stone Cut,Stone Cut,Stone Colour,Stone Colour,Stone Colour,Stone Clarity,Stone Clarity,Stone Clarity,Stone Shape,Platinum Keywords,Platinum Keywords,Platinum Keywords,Platinum Keywords,Platinum Keywords,Style Name,Occasion,Occasion,Occasion,Occasion,Occasion,Colour Map,Intended Use,Intended Use,Intended Use,Intended Use,Intended Use,Lifestyle,Lifestyle,Lifestyle,Lifestyle,Lifestyle,thesaurus_attribute_keywords1,thesaurus_attribute_keywords2,thesaurus_attribute_keywords3,thesaurus_attribute_keywords4,thesaurus_attribute_keywords5,Theme,Subject Matter,Subject Matter,Subject Matter,Subject Matter,Subject Matter,Style Keywords,design_name,Stone Treatment Method,Fur Description,Metal ID,Metal Weight Unit,Stone Colour,Initial Character,Metal Stamp,Stone Shape,Ring Size,Chain Length Unit,Stone Cut,Stone ID,League Name,Stone Creation Method,Team Name,Season and collection year,Metal Weight,Metal Type,Chain Length Decimal Value,Stone Type,Stone Clarity,Item Booking Date,Number of Stones,Drop Length Unit,Back Finding,Drop Length,Is Autographed,Sport Type,Sport Type,Sport Type,Athlete,Weave Type,Embellishment Feature,Stone Symmetry,Stone Symmetry,Stone Symmetry,Stone Polish,Stone Polish,Stone Polish,denomination,Website Shipping Weight,Website Shipping Weight Unit Of Measure,Item Display Diameter,Item Display Height,Item Display Width,Display Length,Total Metal Weight,Total Metal Weight Unit Of Measure,Total Diamond Weight,Total Gem Weight,Stone Weight,Stone Weight,Stone Weight,Size Per Pearl,Item Display Height Unit Of Measure,Item Width Unit Of Measure,Item Display Weight,Item Display Width Unit Of Measure,item_width,item_height,Stone Dimensions Unit Of Measure,Stone Dimensions Unit Of Measure,Stone Dimensions Unit Of Measure,Earring Type,Item Display Diameter Unit Of Measure,Item Height Unit Of Measure,Item Display Length Unit Of Measure,Total Gem Weight Unit Of Measure,Item Display Weight Unit Of Measure,Item Length Unit Of Measure,item_length,Total Diamond Weight Unit Of Measure,Size Map,Item Diameter Decimal Value,Item Diameter Unit Of Measure,Stone Weight Unit,Stone Width Unit,Stone Length,Stone Width,Stone Length Unit,Fulfillment Centre ID,Package Length,Package Weight Unit Of Measure,Package Height,Package Dimensions Unit Of Measure,Package Width,Package weight,Unit of measure of package weight,Package Width Unit Of Measure,Package Length Unit Of Measure,Eu Toys Safety Directive Age Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Warning,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Eu Toys Safety Directive Language,Item Weight,item_weight_unit_of_measure,Metal Stamp,Hallmark,Is this product a battery or does it utilise batteries?,Batteries are Included,Battery composition,Battery type/size,Battery type/size,Battery type/size,Number of batteries,Number of batteries,Number of batteries,Battery weight (grams),battery_weight_unit_of_measure,Number of Lithium Metal Cells,Number of Lithium-ion Cells,Lithium Battery Packaging,Watt hours per battery,lithium_battery_energy_content_unit_of_measure,Lithium content (grams),lithium_battery_weight_unit_of_measure,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,Applicable Dangerous Goods Regulations,UN number,Safety Data Sheet (SDS) URL,Volume,item_volume_unit_of_measure,Warranty Type,Flash point (¡C)?,Warranty Description,legal_disclaimer_description,safety_warning,Fabric Type,Categorization/GHS pictograms (select all that apply),Categorization/GHS pictograms (select all that apply),Categorization/GHS pictograms (select all that apply),Launch Date,Release Date,Condition Note,Product Tax Code,Sale Price,Sale From Date,Sale End Date,Production Time,Restock Date,Max Aggregate Ship Quantity,Can Be Gift Messaged,Is Gift Wrap Available?,Is Discontinued By Manufacturer,Recommended Retail Price,Number of Items,Package Quantity,Offer End Date,Max Order Quantity,Merchant Shipping Group,Offer Start Date,Sell Remainder,Scheduled Delivery SKU List,RRP,Minimum Order Quantity,List Price with Tax for Display,Business Price,Quantity Price Type,Quantity Lower Bound 1,Quantity Price 1,Quantity Lower Bound 2,Quantity Price 2,Quantity Lower Bound 3,Quantity Price 3,Quantity Lower Bound 4,Quantity Price 4,Quantity Lower Bound 5,Quantity Price 5,Progressive Discount Type,Progressive Discount Lower Bound 1,Progressive Discount Value 1,Progressive Discount Lower Bound 2,Progressive Discount Value 2,Progressive Discount Lower Bound 3,Progressive Discount Value 3,National Stock Number,United Nations Standard Products and Services Code,Pricing Action
necklace,1963CinchPendant,OCC Old Coin Cufflinks,Cinch Pendant 1963 Lucky sixpence 59th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1963CinchPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1963 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,4,,,,,,New,,,,,,,,,,,,,,partialupdate,1963CinchPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bracelet,1963FancyPendant,OCC Old Coin Cufflinks,Fancy Pendant 1963 Lucky sixpence 59th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1963FancyPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1963 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,4,,,,,,New,,,,,,,,,,,,,,partialupdate,1963FancyPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,1963FinePendant,OCC Old Coin Cufflinks,Fine Pendant 1963 Lucky sixpence 59th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1963FinePendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1963 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,4,,,,,,New,,,,,,,,,,,,,,partialupdate,1963FinePendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bracelet,1963LeafPendant,OCC Old Coin Cufflinks,Leaf Pendant 1963 Lucky sixpence 59th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1963LeafPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1963 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,10,,,,,,New,,,,,,,,,,,,,,partialupdate,1963LeafPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1963PremiumGold,OCC Old Coin Cufflinks,Premium 1963 Lucky sixpence cufflinks for a 59th Birthday cufflinks,rstrading,10382892031,,B07J3R7VTQ,ASIN,1963PremiumGold,Premium 1963 polished English sixpence cufflinks. Supplied with lovely gift box. An Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 58th Birthday Present,A Genuine Polished 1963 Sixpence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 58th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,34.99,12,,,,,,New,,,,,,,,,,,,,,partialupdate,1963PremiumGold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1963PremiumIrish,OCC Old Coin Cufflinks,Premium 1963 Lucky Irish Threepence 3d for a 59th Birthday or Anniversary cufflinks,rstrading,10382892031,,,,1963PremiumIrish,Premium 1963 polished Irish cufflinks. Supplied with lovely gift box. An Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 58th Birthday Present,A Genuine Polished 1963 Irish Threepence Coin. In a Stainless Lace Cufflink back,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 58th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,32.98,9,,,,,,New,,,,,,,,,,,,,,partialupdate,1963PremiumIrish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1963PremiumSilver,OCC Old Coin Cufflinks,Premium 1963 Lucky sixpence cufflinks for a 59th Birthday cufflinks,rstrading,10382892031,,B07J5H1ML7,ASIN,1963PremiumSilver,Premium 1963 polished English sixpence cufflinks. Supplied with lovely gift box. An Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 58th Birthday Present,A Genuine Polished 1963 Sixpence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 58th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,32.98,7,,,,,,New,,,,,,,,,,,,,,partialupdate,1963PremiumSilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1963PremiumThreepenceGold,OCC Old Coin Cufflinks,Premium 1963 Threepence cufflinks for a 59th Birthday cufflinks,rstrading,10382892031,,B07L38JRJ2,ASIN,1963PremiumThreepenceGold,Premium 1963 polished English Threepence cufflinks. Supplied with lovely gift box. An Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 58th Birthday Present,A Genuine Polished 1963 Threepence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 58th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,29.99,10,,,,,,New,,,,,,,,,,,,,,partialupdate,1963PremiumThreepenceGold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry,1963Premiumtieclip,OCC Old Coin Cufflinks,Premium 1963 Sixpence Tie Clip for a 59th Birthday cufflinks,,10382892057,,B07LB23NGL,ASIN,,Premium 1963 polished English Sixpence Tie clip. Supplied with lovely gift box. An Ideal present for a 59th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,A Genuine Polished 1963 sixpence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 58th Birthday Present,RoseGold,,,,,,,,,,,,,,,,,,,,Great Britain,Not Applicable,,,19.99,8,,,,,,New,,,,,,,,,,,,,,partialupdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 59th Birthday Present,,,,,,,,,,,,,,,A Genuine Polished 1963 sixpence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,"59th Birthday gift, 1963 birthday gift, 1963 tie clip, 59th tie clip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,Migrated Template,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necklace,1964CinchPendant,OCC Old Coin Cufflinks,Cinch Pendant 1964 Lucky sixpence 58th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1964CinchPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1964 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 58th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,4,,,,,,New,,,,,,,,,,,,,,partialupdate,1964CinchPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bracelet,1964FinePendant,OCC Old Coin Cufflinks,Fine Pendant 1964 Lucky sixpence 58th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1964FinePendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1964 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 58th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,4,,,,,,New,,,,,,,,,,,,,,partialupdate,1964FinePendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bracelet,1964LeafPendant,OCC Old Coin Cufflinks,Leaf Pendant 1964 Lucky sixpence 58th Birthday plus a Sterling Silver 18in Chain,rstrading,197385031,,,,1964LeafPendant,This is a stunning piece of jewellery that would suit all ages. A genuine circulated 1964 polished sixpence mounted Tibetan Silver mount on a 18 inch hallmarked sterling silver neck. Supplied with lovely gift box Ideal present for a 58th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,Women's,,,,,,,,,Women's,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,26.99,10,,,,,,New,,,,,,,,,,,,,,partialupdate,1964LeafPendant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,,,Other Clasp Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1964PremiumGold,OCC Old Coin Cufflinks,Premium 1964 Lucky sixpence cufflinks for a 58th Birthday cufflinks,rstrading,10382892031,,B07J3R8PR1,ASIN,1964PremiumGold,Premium 1964 polished English sixpence cufflinks. Supplied with lovely gift box. An Ideal present for a 58th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 57th Birthday Present,A Genuine Polished 1964 Sixpence Coin.,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 57th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,34.99,11,,,,,,New,,,,,,,,,,,,,,partialupdate,1964PremiumGold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufflink,1964PremiumIrish,OCC Old Coin Cufflinks,Premium 1964 Lucky Irish Threepence 3d for a 58th Birthday or Anniversary cufflinks,rstrading,10382892031,,B083CYGNMP,ASIN,1964PremiumIrish,Premium 1964 polished Irish cufflinks. Supplied with lovely gift box. An Ideal present for a 58th Birthday / Anniversary This item will make a nice gift or to celebrate the year of your birth.,,,,,,Base Metal,,,,,,,This would make an Ideal 57th Birthday Present,A Genuine Polished 1964 Irish Threepence Coin. In a Stainless Lace Cufflink back,Supplied in a nice presentation Box,A great present for a Wedding Anniversary or Birthday,100% Guarantee,,,,,This would make an Ideal 57th Birthday Present,Silver,,,,,,,,,,,,,,,Other Clasp Type,Other Clasp Type,Other Clasp Type,,,Great Britain,Not Applicable,,,32.98,12,,,,,,New,,,,,,,,,,,,,,partialupdate,1964PremiumIrish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This would make an Ideal 58th Birthday Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEFAULT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,1,,,,Nationwide Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,
